인허가일자,영업상태명,폐업일자,소재지전체주소,사업장명,업태구분명,시설총규모
1993-07-26,폐업,2013-02-05,충청남도 아산시 온천동 223-16번지,페리카나온양서부체인,기타,47.02
2004-03-24,폐업,2016-09-12,충청남도 천안시 동남구 원성동 639-8번지 1층,원성점굽네치킨,통닭(치킨),32.18
2017-09-18,폐업,2019-02-28,충청남도 부여군 부여읍 구아리 288-1번지,네네치킨,호프/통닭,49.28
2015-06-30,폐업,2018-02-27,충청남도 보령시 웅천읍 대창리 719-10번지,네네치킨(웅천점),호프/통닭,36.45
1997-06-13,폐업,2018-11-09,충청남도 천안시 동남구 목천읍 신계리 422번지 동우아파트상가 121호,굽네치킨목천점,호프/통닭,30.1
1971-04-02,폐업,2021-01-12,충청남도 천안시 동남구 병천면 병천리 156-5 1층,교촌치킨병천점,호프/통닭,32.83
2003-10-27,폐업,2021-06-04,충청남도 천안시 서북구 직산읍 삼은리 76-369,교촌치킨직산점,통닭(치킨),44.08
2001-03-07,폐업,2016-09-12,충청남도 천안시 동남구 신방동 920번지 초원그린타운 상가1동 104호,페리카나초원체인,중국식,32.0
2011-08-12,폐업,2013-04-26,"충청남도 천안시 동남구 신방동 1591번지 ,1층",맘스터치신방통정점,통닭(치킨),51.1
2000-07-14,폐업,2018-07-02,충청남도 천안시 서북구 쌍용동 1998번지 (1층),교촌치킨쌍용1호점,통닭(치킨),68.0
1995-05-06,폐업,2021-09-14,충청남도 천안시 서북구 직산읍 모시리 206-13,페리카나우성체인,호프/통닭,20.0
2010-11-26,폐업,2015-11-04,"충청남도 천안시 동남구 신방동 1146번지 ,1층",굽네치킨용곡점,통닭(치킨),40.28
2014-06-26,폐업,2019-08-26,충청남도 보령시 신흑동 2263-1번지,맘스터치대천해수욕장점,한식,93.1
1979-12-30,폐업,2018-01-03,충청남도 아산시 온천동 224-12번지,페리카나치킨서부점,기타,25.0
2004-05-18,폐업,2022-08-23,충청남도 천안시 동남구 병천면 가전리 198-3,자담치킨병천점,식육(숯불구이),83.16
1998-10-09,폐업,2013-08-13,충청남도 천안시 동남구 신방동 897번지 두레현대상가 2단지 102호,굽네치킨신방점,중국식,26.98
2001-09-07,폐업,2017-11-29,충청남도 천안시 서북구 쌍용동 1107-1번지,교촌치킨,통닭(치킨),37.44
2010-04-21,폐업,2024-01-15,충청남도 천안시 서북구 성정동 673-3,페리카나치킨성정2점,한식,34.4
2010-11-12,폐업,2018-10-10,충청남도 천안시 서북구 불당동 728번지 현대메디칼센터 108호,맘스터치,통닭(치킨),48.64
2000-12-08,폐업,2011-12-09,충청남도 천안시 서북구 쌍용동 1975번지,교촌치킨,통닭(치킨),36.95
2006-06-01,폐업,2010-01-12,충청남도 천안시 서북구 두정동 580번지 지인빌딩 1층,맘스터치두정점,통닭(치킨),45.76
2006-09-07,폐업,2007-10-29,"충청남도 천안시 동남구 신방동 72-6번지 외3필지(62-41,74-69,74-100)신방현대프라자1층",맘스터치,호프/통닭,44.72
2012-05-24,폐업,2019-10-24,충청남도 천안시 동남구 봉명동 372번지,페리카나치킨천안행복점,호프/통닭,43.29
2011-11-21,폐업,2020-08-07,충청남도 홍성군 홍성읍 월산리 897-6,페리카나월산부영점,통닭(치킨),50.53
2017-09-01,폐업,2017-09-20,충청남도 아산시 모종동 582-4번지 1층 1동,푸라닭 아산온양1호점,호프/통닭,45.5
2017-07-21,폐업,2017-07-30,충청남도 보령시 신흑동 2269-1번지 외 5필지,맘스터치(계절영업),기타,9.0
2002-11-12,폐업,2015-07-02,충청남도 천안시 동남구 원성동 503-4번지,페리카나치킨,한식,22.62
2009-01-14,폐업,2011-05-23,충청남도 당진시 석문면 장고항리 92-11번지,페리카나치킨,통닭(치킨),107.29
1993-02-24,폐업,2015-05-11,충청남도 천안시 서북구 백석동 194-1번지 현대아파트상가 지하5호,페리카나 백석체인점,호프/통닭,24.9
2015-03-24,폐업,2017-02-22,충청남도 보령시 동대동 1842번지 2층,페리카나치킨동대점,통닭(치킨),50.4
1989-01-28,폐업,2003-02-06,충청남도 천안시 동남구 사직동 279-1번지,페리카나 치킨 양념통닭 천안2분점,호프/통닭,27.54
1996-01-09,폐업,2007-10-19,충청남도 당진시 송산면 삼월리 112-17번지,페리카나치킨,기타,58.3
2007-04-24,폐업,2010-06-24,충청남도 천안시 서북구 쌍용동 1949번지 쌍용장터 2층 203호,맘스터치쌍용불당점,패스트푸드,23.45
1991-10-26,폐업,2002-12-17,충청남도 천안시 동남구 구성동 293-95번지,페리카나구성동체인점,호프/통닭,21.24
2016-08-11,폐업,2019-10-18,충청남도 계룡시 엄사면 엄사리 242-11번지,자담치킨,호프/통닭,61.2
2001-10-18,폐업,2011-04-29,충청남도 천안시 서북구 성환읍 성환리 400-4번지,굽네치킨,한식,57.4
2009-04-08,폐업,2021-09-01,충청남도 천안시 동남구 용곡동 583 용곡마을 세광2차엔리치타워아파트 상가동 지하1층 108호,페리카나용곡점,호프/통닭,40.5
2003-03-12,폐업,2015-04-30,충청남도 천안시 동남구 사직동 279-1번지,페리카나천안2체인,한식,28.92
2003-04-09,폐업,2009-10-26,충청남도 천안시 동남구 신부동 473-6번지,페리카나2단지체인점,한식,34.4
2003-04-09,폐업,2004-06-22,충청남도 천안시 서북구 두정동 579-2번지,페리카나두정3체인,한식,39.1
1978-11-01,폐업,2012-03-22,충청남도 천안시 동남구 성황동 50-16번지,페리카나양념통닭본점,한식,37.0
2012-04-16,폐업,2022-07-07,충청남도 천안시 서북구 불당동 1540 골든프라자,굽네치킨천안불당점,통닭(치킨),78.75
2005-03-09,폐업,2019-09-23,충청남도 보령시 대천동 41-3번지,네네치킨,통닭(치킨),44.69
2014-12-18,폐업,2023-08-09,충청남도 천안시 서북구 불당동 1289 6층,맘스터치천안펜타포트점,통닭(치킨),127.9
2012-11-06,폐업,2014-01-20,충청남도 천안시 서북구 두정동 1994번지 퓨전주차빌딩 116호,맘스터치두정1호점,통닭(치킨),50.02
2000-11-23,폐업,2015-10-01,충청남도 아산시 풍기동 229-71번지 주은아파트 상가 204호,페리카나주은체인점,호프/통닭,38.6
2003-09-25,폐업,2019-12-03,충청남도 아산시 탕정면 호산리 499-3번지,페리카나,통닭(치킨),32.0
2003-09-22,폐업,2009-12-30,충청남도 아산시 용화동 253-11번지,교촌치킨,통닭(치킨),32.8
2001-07-04,폐업,2012-10-25,충청남도 계룡시 엄사면 엄사리 282번지 성원아파트 상가B동동 102호,굽네치킨,통닭(치킨),30.66
2011-12-28,폐업,2016-03-15,충청남도 천안시 서북구 쌍용동 1701번지,맘스터치,통닭(치킨),38.11
1994-02-26,폐업,2012-03-02,인천광역시 서구 가좌동 46-1번지,페리카나치킨가좌분점,통닭(치킨),26.98
2003-11-06,폐업,2014-09-26,인천광역시 연수구 연수동 609-1번지 지상1층 (맛가람2가 15),네네치킨연수2동3동점,통닭(치킨),40.25
2003-08-06,폐업,2019-07-31,인천광역시 연수구 연수동 631-5번지 지상1층,교촌치킨,통닭(치킨),34.38
1998-09-07,폐업,2019-06-10,인천광역시 남동구 논현동 563-6번지 102호,페리카나(논현주공점),호프/통닭,30.0
2002-08-28,폐업,2005-06-13,인천광역시 연수구 옥련동 319-5번지 (지상1층),네네치킨점,통닭(치킨),25.46
1999-06-18,폐업,2001-07-20,인천광역시 서구 가정동 546번지 한신상가208호,페리카나치킨,한식,20.01
1998-07-22,폐업,2005-02-04,"인천광역시 서구 마전동 604-2,8번지",페리카나치킨,통닭(치킨),31.59
1990-05-04,폐업,2017-07-20,"인천광역시 부평구 부개동 265-4번지 265-5, 가동",페리카나부개3분점,통닭(치킨),20.57
1990-04-30,폐업,2006-07-03,인천광역시 부평구 갈산동 169-19번지,페리카나치킨,호프/통닭,23.92
1996-04-22,폐업,2016-12-15,인천광역시 연수구 동춘동 920-1번지 대우3차A상가106호(동춘길 26),페리카나치킨,통닭(치킨),23.2
2003-10-24,폐업,2007-11-14,인천광역시 서구 검암동 606-1번지 준암프라자 101호,교촌치킨,통닭(치킨),30.88
2003-10-10,폐업,2011-02-21,인천광역시 서구 검암동 598-1번지,페리카나,통닭(치킨),38.46
1990-01-25,폐업,2014-05-23,인천광역시 부평구 부평동 462-10번지,페리카나치킨,통닭(치킨),29.82
1990-06-04,폐업,2021-11-17,인천광역시 미추홀구 숭의동 195-4,페리카나치킨,기타,22.65
1989-12-26,폐업,2006-05-03,인천광역시 부평구 부평동 431-36번지,페리카나식당,한식,30.0
1989-07-19,폐업,2014-05-01,인천광역시 부평구 산곡동 311-126번지,페리카나치킨,호프/통닭,20.8
1990-05-11,폐업,2006-02-22,인천광역시 미추홀구 도화동 463-1번지,페리카나치킨,기타,23.49
1989-12-21,폐업,2011-09-14,인천광역시 부평구 청천동 234-2번지,페리카나청천점,호프/통닭,29.06
1989-11-30,폐업,2006-01-20,인천광역시 부평구 산곡동 45-74번지,페리카나,통닭(치킨),29.72
2002-12-20,폐업,2009-01-08,인천광역시 서구 가정동 543-26번지,교촌치킨,통닭(치킨),30.03
1982-07-10,폐업,2015-11-26,인천광역시 부평구 부평동 211-42번지,페리카나치킨,통닭(치킨),33.0
2003-12-30,폐업,2006-08-14,"인천광역시 연수구 옥련동 194-2번지 102,103호(지상1층)",교촌치킨,통닭(치킨),43.8
2004-05-24,폐업,2012-01-16,인천광역시 부평구 부평동 529-99번지,굽네치킨부평점,통닭(치킨),29.25
2003-12-15,폐업,2017-09-27,인천광역시 연수구 연수동 626번지 지상1층,교촌치킨 연수중앙점,식육(숯불구이),84.34
2003-01-02,폐업,2008-09-01,인천광역시 연수구 연수동 631-1번지 (지상1층),교촌치킨,통닭(치킨),55.0
1990-07-14,폐업,2004-06-03,인천광역시 부평구 부평동 64-20번지,페리카나치킨,한식,10.54
2007-01-02,폐업,2008-06-19,인천광역시 서구 당하동 0번지 원당지구101블럭1롯트 풍림아이원아파트 상가1동 104호,맘스터치,패스트푸드,37.19
2003-10-29,폐업,2009-09-17,인천광역시 연수구 청학동 475-5번지 (지상1층),교촌치킨,통닭(치킨),32.85
1990-09-18,폐업,2002-05-29,인천광역시 부평구 십정동 170-40번지,페리카나,호프/통닭,19.7
1990-09-11,폐업,2020-07-15,인천광역시 부평구 부평동 654-1,페리카나치킨,통닭(치킨),23.1
2003-07-22,폐업,2020-05-08,인천광역시 부평구 청천동 190-121번지,네네치킨,호프/통닭,28.93
2002-10-14,폐업,2018-08-03,인천광역시 서구 석남동 457-7번지,페리카나,통닭(치킨),27.17
2001-08-18,폐업,2008-09-02,울산광역시 중구 약사동 629-17번지,교촌치킨,통닭(치킨),32.76
1991-04-22,폐업,2005-08-08,울산광역시 중구 유곡동 91-32번지,페리카나치킨,통닭(치킨),13.85
1990-12-03,폐업,2005-08-08,울산광역시 중구 옥교동 238-1번지,페리카나치킨,통닭(치킨),43.16
1995-04-13,폐업,2014-07-15,울산광역시 남구 신정동 1637-112번지 지상1층,네네치킨(옥동점),통닭(치킨),32.91
2006-02-09,폐업,2016-03-22,울산광역시 중구 남외동 953-1번지,교촌치킨,통닭(치킨),33.46
2001-11-01,폐업,2011-07-04,울산광역시 중구 태화동 419-3번지,교촌치킨,통닭(치킨),27.45
2002-11-25,폐업,2007-04-12,울산광역시 남구 신정동 518-3번지,교촌치킨 신정4호,통닭(치킨),46.85
2000-05-31,폐업,2017-07-26,울산광역시 남구 야음동 725-7번지,맘스터치,패스트푸드,117.68
2011-12-07,폐업,2016-04-20,"울산광역시 중구 성남동 256-24번지 (1,2층)",맘스터치성남점,패스트푸드,71.85
1990-06-28,폐업,2009-07-22,울산광역시 남구 신정동 478-1번지,페리카나신정2점,기타,25.8
2009-12-07,폐업,2018-12-20,울산광역시 남구 삼산동 1477-12번지 (지상 2층),자담치킨(삼산점),호프/통닭,152.32
1991-12-16,폐업,2015-04-20,울산광역시 남구 무거동 582-9번지 (지상1층),페리카나무거점,통닭(치킨),22.79
2002-12-24,폐업,2012-07-17,울산광역시 남구 삼산동 176-1번지,교촌치킨,기타,39.15
2000-06-20,폐업,2011-03-24,울산광역시 남구 무거동 1433-8번지,페리카나치킨,통닭(치킨),26.38
1990-01-24,폐업,2007-10-10,울산광역시 남구 신정동 1285-15번지,페리카나치킨,기타,32.16
2002-04-20,폐업,2012-03-28,울산광역시 남구 삼산동 1640-9번지 (지상 2층),교촌치킨,기타,28.8
1993-03-24,폐업,2011-04-08,경상남도 산청군 산청읍 옥산리 161-13번지,페리카나치킨,통닭(치킨),33.95
1994-06-07,폐업,2021-01-28,경상남도 진주시 평거동 300-13,페리카나치킨,호프/통닭,22.27
2001-12-07,폐업,2002-04-04,경상남도 밀양시 삼문동 36-20번지,페리카나치킨,패스트푸드,42.0
2018-02-14,폐업,2021-12-29,경상남도 창녕군 창녕읍 술정리 318-7,네네치킨,호프/통닭,47.5
1998-04-30,폐업,2017-06-13,경상남도 함안군 칠원읍 무기리 878-2번지 대동A상가 203호,네네치킨,통닭(치킨),43.6
2010-05-28,폐업,2013-07-22,경상남도 사천시 용강동 920번지 용강주공아파트상가 1동 103호,맘스터치,통닭(치킨),46.62
2005-02-24,폐업,2018-11-27,부산광역시 부산진구 당감동 733-4 외1필지,노랑통닭,통닭(치킨),101.5
1993-11-25,폐업,2020-12-08,대전광역시 동구 가양동 28-12,굽네치킨,한식,21.45
2010-02-24,폐업,2023-03-31,대전광역시 중구 선화동 137-7 (1층),굽네치킨은행선화점,통닭(치킨),55.38
2003-10-28,폐업,2014-08-13,대전광역시 중구 산성동 280-11번지 (1층),교촌치킨산성1호점,통닭(치킨),34.0
1992-08-18,폐업,2023-06-30,대전광역시 유성구 신성동 142-10 지상1층,페리카나치킨(신성점),한식,34.32
2017-03-15,폐업,2022-06-07,대전광역시 유성구 신봉동 5-2 창조레스텔 지상1층 104호,굽네치킨 자운점,호프/통닭,61.34
2015-05-26,폐업,2022-09-01,대전광역시 중구 문창동 374-4 1층,맘스터치문창점,분식,88.43
2000-08-24,폐업,2006-05-18,대전광역시 동구 가양동 39-11번지,페리카나치킨가양분점,패스트푸드,22.75
2003-12-17,폐업,2013-08-27,대전광역시 유성구 봉산동 197-4번지,네네치킨(송강봉산점),통닭(치킨),42.67
2016-06-03,폐업,2021-01-18,대전광역시 서구 관저동 1282,자담치킨관저점,호프/통닭,52.29
2003-04-30,폐업,2018-05-09,대전광역시 유성구 신성동 160-1번지 한울(아)상가 104호,네네치킨,통닭(치킨),26.67
2003-03-06,폐업,2015-10-19,대전광역시 유성구 봉명동 565-2번지,교촌치킨,통닭(치킨),26.75
2015-10-26,폐업,2018-10-29,대전광역시 서구 괴정동 48-6번지,페리카나 용문분점,호프/통닭,26.2
2011-02-22,폐업,2017-04-04,대전광역시 서구 내동 171-14번지 (1층),굽네치킨내동변동점,통닭(치킨),33.95
2006-04-28,폐업,2023-10-13,대전광역시 서구 탄방동 1005 1층,60계치킨 대전둔산점,식육(숯불구이),61.62
2006-11-10,폐업,2007-07-03,대전광역시 서구 갈마동 319-15번지 1층,굽네치킨,통닭(치킨),29.43
2010-05-07,폐업,2022-01-27,대전광역시 유성구 구암동 611-8 지상1층,굽네치킨 대전상대점,호프/통닭,36.45
2006-06-01,폐업,2016-06-21,"대전광역시 서구 둔산동 909번지 수정타운@ 상가 122,123호",페리카나둔산3체인점,통닭(치킨),34.21
2007-09-28,폐업,2012-10-05,대전광역시 서구 탄방동 638번지 (106호),네네치킨탄방점,통닭(치킨),32.94
2003-04-22,폐업,2003-06-30,대전광역시 서구 내동 169-10번지,페리카나,통닭(치킨),49.5
2014-11-25,폐업,2021-06-02,대구광역시 북구 고성동3가 5-74,노랑통닭,통닭(치킨),56.6
2002-01-24,폐업,2023-03-08,대구광역시 북구 산격동 1232-3,페리카나,한식,40.4
2002-08-22,폐업,2010-06-21,대구광역시 북구 동천동 922-3번지,맘스터치치킨,패스트푸드,9.9
2002-09-26,폐업,2021-05-21,대구광역시 북구 동천동 918-2,굽네치킨,한식,90.0
2002-07-02,폐업,2011-04-11,대구광역시 북구 동변동 672-13번지,굽네치킨,통닭(치킨),37.8
1997-01-15,폐업,2015-04-20,대구광역시 북구 복현동 361-5번지,교촌치킨복현1호점,통닭(치킨),23.56
2000-11-30,폐업,2009-07-17,광주광역시 서구 쌍촌동 155번지 현대아파트상가108호(일층),페리카나,패스트푸드,28.0
2015-04-08,폐업,2023-11-17,광주광역시 남구 행암동 634,네네치킨,통닭(치킨),30.4
2008-06-04,폐업,2019-10-11,광주광역시 남구 주월동 491-22번지 (1층),네네치킨(주월점),통닭(치킨),39.0
1996-08-02,폐업,2004-01-28,광주광역시 광산구 월곡동 50-3번지,페리카나,한식,18.15
1996-07-03,폐업,2009-03-30,광주광역시 광산구 비아동 691-7번지,페리카나,통닭(치킨),16.4
2016-12-16,폐업,2022-11-03,광주광역시 광산구 쌍암동 694-60 1층,교촌치킨첨단중앙점,호프/통닭,116.74
2007-05-03,폐업,2022-10-31,광주광역시 광산구 월곡동 563-2 (1층),굽네치킨하남점,통닭(치킨),28.5
2002-04-03,폐업,2017-06-16,광주광역시 광산구 월계동 757-3번지 동부@ 상가동 106-2호,첨단점굽네치킨,통닭(치킨),34.0
2009-02-09,폐업,2009-02-19,광주광역시 광산구 소촌동 290번지 외2필지 라인@상가 지하1층 4호,소촌.우산점굽네치킨,통닭(치킨),40.0
