인허가일자,폐업일자,상세영업상태명,소재지전체주소,사업장명
2019-01-17,,영업중,경기도 평택시 도일동 995-8 빅토리 골프클럽,[평택]동진골프앤피트니스클럽
2019-01-23,,영업중,서울특별시 송파구 삼전동 1-5,삼손헬스
2019-01-23,,영업중,경상북도 경주시 동천동 733-2446,테이크짐
2019-01-18,,영업중,부산광역시 북구 화명동 2271-6 범서미라클,건강더함 바른운동센터
2019-01-18,,영업중,서울특별시 광진구 자양동 670,더블핏(Double Fit)
2019-01-15,,영업중,광주광역시 서구 금호동 766-18,기아짐
2019-01-17,,영업중,경기도 안산시 단원구 고잔동 539-1,샤인바디짐 PT 안산 중앙점
2019-01-18,,영업중,부산광역시 사하구 구평동 506-3번지 3층,다짐휘트니스
2019-01-18,,영업중,경기도 김포시 걸포동 1574-3번지 케이탑리츠 김포빌딩,SR 휘트니스
2019-01-29,,영업중,경기도 양주시 옥정동 963-3번지,몰디브짐
2019-01-23,,영업중,경기도 시흥시 계수동 759-7,에이치앤 휘트니스
2019-01-31,,영업중,경상남도 거제시 장평동 56-1 장평종합상가,아일랜드 디큐브점
2019-01-11,,영업중,충청남도 천안시 서북구 두정동 693,메이크 잇 짐 두정점
2019-01-11,,영업중,전라남도 순천시 가곡동 1001-9번지 애플볼링장,MASTER GYM
2019-01-11,,영업중,경기도 평택시 합정동 924-13번지,BURNING FIT
2019-01-11,,영업중,서울특별시 구로구 오류동 156-100 새마을금고회관 4층동,남스짐
2019-01-11,,영업중,경기도 성남시 중원구 성남동 3491번지 3층,업텐션짐
2019-02-20,,영업중,대구광역시 수성구 황금동 227-1 황금빌딩,WR웰니스짐
2019-02-20,,영업중,세종특별자치시 나성동 782번지 하해빌딩,레드핏
2019-02-11,,영업중,부산광역시 동래구 사직동 58-18,황민헬스클럽
2019-02-20,,영업중,충청북도 옥천군 옥천읍 금구리 2-3 마트,더쎈짐
2019-02-20,,영업중,충청북도 청주시 흥덕구 복대동 49-4번지 메디포스빌딩,메디포스 운동 재활센터
2020-08-03,,영업중,서울특별시 강서구 마곡동 797-1 퀸즈파크나인,껀바디(kkunbody)
2019-03-05,,영업중,충청남도 논산시 반월동 121-31,논산헬스클럽
2019-03-05,,영업중,서울특별시 성북구 보문동1가 120번지,트러스트짐
2019-03-05,,영업중,서울특별시 성북구 성북동1가 35-31번지,라몬 GYM
2019-03-05,,영업중,부산광역시 사하구 괴정동 553-9,바디피플
2019-02-11,,영업중,대구광역시 중구 삼덕동2가 210-1 진석타워,센텀스파휘트니스
2019-02-27,,영업중,경기도 성남시 중원구 성남동 2229번지,제이케이(JK)290
2019-02-27,,영업중,경기도 성남시 분당구 정자동 81-14번지,케어무브
2019-01-24,,영업중,경기도 용인시 수지구 풍덕천동 707-4,돌핀짐(Dolphin Gym)
2019-02-11,,영업중,부산광역시 연제구 거제동 1490-2번지 협성프라자빌딩,타임핏휘트니스
2019-02-27,,영업중,경상남도 김해시 내동 1143-3번지 702호호,엠씨피트니스 김해점
2019-01-24,,영업중,대구광역시 동구 불로동 460-18,바디코어 헬스뱅크
2019-01-24,,영업중,경기도 파주시 목동동 937번지 403호,코어짐
2019-01-31,,영업중,대구광역시 수성구 지산동 1275-4번지,황금핏퍼스널Gx센터
2024-01-16,,영업중,인천광역시 부평구 산곡동 45-78 4층,짐슈타인
2019-03-05,,영업중,경기도 광주시 오포읍 양벌리 602-7번지,제이토탈휘트니스 양벌점
2020-08-03,,영업중,부산광역시 해운대구 우동 1092-2 3층,리핏
2019-02-08,,영업중,경기도 안산시 단원구 고잔동 717-2번지 밀레니엄 1,레드스타필드클럽
2019-02-08,,영업중,경기도 안산시 단원구 고잔동 717-2번지 밀레니엄 1,레드스타필드 휘트니스
2019-02-15,,영업중,충청북도 충주시 연수동 1551 대명프라자 202호,D.GYM 2호점
2019-02-15,,영업중,경기도 용인시 수지구 상현동 1137 광교지웰홈스,어니스트짐 광교상현점
2019-01-31,,영업중,부산광역시 부산진구 범천동 846-18 신부산학원,MilkywayGym
2019-02-15,,영업중,서울특별시 중구 신당동 292-95번지,DDPT&PILATES
2019-02-15,,영업중,인천광역시 미추홀구 주안동 989-1 르네상스빌딩,하이엔드휘트니스 주안
2019-02-15,,영업중,서울특별시 송파구 문정동 106-8 형정빌딩 201호,채움 P.T
2019-02-15,,영업중,경기도 김포시 양촌읍 학운리 2981,김포 스프링스파 피트니스센터
2019-03-05,,영업중,충청북도 청주시 흥덕구 가경동 130-1번지,THE건강해GYM
2019-01-25,,영업중,경기도 안산시 상록구 본오동 880-12 굿모닝리빙프라자 II 203호,커짐빠짐
2019-01-16,,영업중,경상북도 경산시 사동 637-1번지,핏피티(Fit PT)
2019-03-19,,영업중,서울특별시 동작구 상도동 201-66 사랑빌딩,프루브짐
2019-03-19,,영업중,서울특별시 동작구 노량진동 148-57번지,투혼짐
2019-02-19,,영업중,대구광역시 남구 봉덕동 1133-1번지,몸매조각사운동센터
2019-03-19,,영업중,전라남도 목포시 상동 876번지,드림스포츠아카데미
2019-03-08,,영업중,서울특별시 구로구 구로동 182-13 대륭포스트타워2차,휘트니스 피플 우먼 구로디지털단지점
2019-03-14,,영업중,서울특별시 마포구 동교동 199-1 현우빌딩,우리짐 홍대점
2019-03-15,,영업중,울산광역시 북구 매곡동 643-2,히어로스파(헬스)
2019-03-19,,영업중,충청북도 제천시 신백동 207-2번지,위너스휘트니스
2019-01-16,,영업중,경상북도 김천시 부곡동 425-10 올드프렌,지니어스 짐
2019-01-16,,영업중,서울특별시 노원구 공릉동 441-92 우은빌딩,스포애니 공릉점
2019-03-15,,영업중,부산광역시 동래구 온천동 1441-37 지원빌딩,지원탕헬스
2019-01-30,,영업중,서울특별시 서초구 반포동 93-3 포레 933빌딩,발리휘트니스(BALI Fitness)
2019-01-30,,영업중,부산광역시 연제구 연산동 702-1번지 프라임시티,(주)레인보우프로젝트(연산지점)
2019-01-16,,영업중,인천광역시 서구 당하동 1029-7번지 그린프라자,엘리나 필라테스
2019-01-16,,영업중,경기도 하남시 신장동 97-32 더우개마을동일아파트,GYM WITH MEAL 하남 신장점 장우성GYM
2019-02-19,,영업중,대전광역시 유성구 궁동 482-4번지 포커스타운 401호,볼트짐휘트니스
2019-01-30,,영업중,경기도 양평군 양평읍 양근리 236번지,크로스핏 업템포
2019-03-08,,영업중,서울특별시 금천구 가산동 50-3번지 대륭포스트타워6차,피티플레이스
2019-03-08,,영업중,경기도 오산시 원동 275-1 라이온스빌딩,피피짐
2019-03-19,,영업중,경기도 성남시 수정구 복정동 645번지 미보빌딩,제이토탈휘트니스 복정2호점
2019-01-30,,영업중,경상남도 김해시 관동동 462,남강스파 앤 피트니스(주)
2019-03-07,,영업중,경기도 이천시 창전동 165-1 이천IS타워빌딩,제이 휘트니스
2019-03-18,,영업중,경기도 용인시 기흥구 영덕동 974-7 미래도프라자 902-1호,STEP(training center)
2019-03-19,,영업중,서울특별시 마포구 동교동 174-11 동우빌딩,짐티피 홍대입구역점
2019-03-08,,영업중,서울특별시 성동구 성수동2가 284-62,나의 근육 사용설명서
2019-03-18,,영업중,경상남도 김해시 삼정동 665-7,YB FITNESS삼정점
2019-02-19,,영업중,경상남도 김해시 삼정동 426번지 메가마트 김해점,핏플러스 제임스짐
2019-03-14,,영업중,경기도 구리시 교문동 228 금성빌딩,크로스핏 스팟
2019-03-08,,영업중,경기도 의정부시 호원동 50-17 유타상가,코어짐
2019-03-08,,영업중,서울특별시 서초구 양재동 376-2 유성빌딩,퍼스트짐
2019-03-08,,영업중,인천광역시 남동구 만수동 875-8번지 5층,LBS 짐
2019-03-20,,영업중,인천광역시 서구 가정동 618-1번지 새롬프라자,조스짐(cho's gym)
2019-02-25,,영업중,부산광역시 해운대구 반여동 1628-5 화목빌딩,트렌드 핏
2019-02-01,,영업중,경기도 김포시 감정동 515-7번지,BS Fitness
2019-02-28,,영업중,서울특별시 용산구 한남동 790-3번지 1층,짐나우 퍼스널트레이닝
2019-01-28,,영업중,경기도 김포시 북변동 823 영프라자,리뉴핏
2019-02-25,,영업중,경상북도 칠곡군 동명면 기성리 930번지,휴온천
2019-02-28,,영업중,서울특별시 영등포구 신길동 1136번지,웅짐
2019-01-28,,영업중,광주광역시 서구 치평동 1249번지 상무광명메이루즈 217호,신쌤 피트니스
2019-02-25,,영업중,서울특별시 관악구 봉천동 851-3,시즌온짐
2019-02-01,,영업중,충청남도 아산시 탕정면 명암리 1307 삼성SMD,OLEX 웰니스클리닉
2019-02-28,,영업중,서울특별시 강서구 화곡동 898-1번지 화곡심포니타워 504호,벨르피티
2019-02-28,,영업중,서울특별시 강서구 등촌동 628-7번지 아벨테크노 B107호,짐에브리원3
2017-04-04,,영업중,경기도 가평군 북면 적목리 103-3 뉴라온다이어트캠프,뉴라온다이어트캠프
2019-03-21,,영업중,서울특별시 강남구 논현동 240-12,로그짐 강남구청점
2019-01-07,,영업중,경기도 성남시 분당구 정자동 17-4번지 제나프라자,스피나 핏 앤 필라테스
2019-01-14,,영업중,부산광역시 수영구 광안동 491-17 부광,UFC 팀레전드 부부동네헬스
2019-01-14,,영업중,서울특별시 종로구 신문로1가 116번지 에스타워,스포애니 광화문역점
2019-03-20,,영업중,경기도 남양주시 오남읍 오남리 525,DEVIL KIM
2019-01-14,,영업중,서울특별시 강남구 논현동 234-24,Thera PT
2019-03-27,,영업중,부산광역시 해운대구 반여동 1639-5번지 반여1동새마을금고,GLOW GYM
2019-03-27,,영업중,인천광역시 동구 송현동 66-530번지 센타빌딩 301호,조짐(Jo-Gym)
2019-01-07,,영업중,대전광역시 유성구 원내동 320-5,월드헬스
2019-03-20,,영업중,충청북도 청주시 흥덕구 복대동 2961,GYMSEUNG GYM
2019-03-26,,영업중,서울특별시 동대문구 청량리동 234-2번지 현대아파트 상가동 지하1호,머슬아카데미 GYM
2019-03-26,,영업중,대구광역시 남구 대명동 311-17번지,볼트짐
2019-01-14,,영업중,서울특별시 마포구 상암동 1615 PARK M,짐박스피트니스상암DMC점
2019-03-20,,영업중,경기도 성남시 분당구 야탑동 272-5 야탑조합상가,RCM 트레이닝센터
2019-03-20,,영업중,경기도 하남시 풍산동 522-1 해든마루빌딩,유나이티드 스포츠센터
2019-03-27,,영업중,서울특별시 성동구 행당동 32-6,파크짐 한양대점
2019-03-22,,영업중,부산광역시 부산진구 개금동 201-10번지,제이투피트니스
2019-03-27,,영업중,서울특별시 성동구 도선동 402 승우카센타,크로스핏 아띠
2019-03-27,,영업중,서울특별시 영등포구 여의도동 17-3번지 삼환까뮤빌딩,베이스휘트니스
2019-01-07,,영업중,서울특별시 양천구 신정동 774-4번지 통연빌딩,짐에스디비(GYM SDB)
2019-01-14,,영업중,경기도 남양주시 다산동 3671-2번지 신해센트럴타워 7층 701~711호,빠짐피트니스
2019-01-14,,영업중,광주광역시 남구 봉선동 497-45번지,필립스튜디오 피티
2019-03-21,,영업중,서울특별시 은평구 신사동 12-7 1층동,다미넬GYM
2019-01-08,,영업중,부산광역시 중구 대청동2가 25-2,더 미라클 짐
2019-02-21,,영업중,서울특별시 용산구 효창동 5-121번지 지하2층,라온휘트니스
2019-02-21,,영업중,경기도 남양주시 퇴계원읍 퇴계원리 103-1,제이앤비휘트니스
2019-02-21,,영업중,경기도 파주시 와동동 1301 3층,칸스포츠(운정점)
2019-02-13,,영업중,경상북도 예천군 호명면 산합리 1412번지 에비뉴타워 801호,C&B
2019-02-14,,영업중,"대전광역시 유성구 전민동 303-8 도우빌딩 3,4층",차짐 전민점
2019-01-09,,영업중,부산광역시 해운대구 우동 1408번지 해운대아이파크,우리무브먼트 스튜디오
2019-02-12,,영업중,경기도 남양주시 와부읍 덕소리 462-50 세양아르비채리버,하태
2019-02-13,,영업중,부산광역시 강서구 명지동 3597-2번지 SR빌딩 10층,알통클럽 피트니스
2019-02-13,,영업중,부산광역시 강서구 명지동 3597-2번지 SR빌딩 10층,알통클럽 운동기능센터
2019-02-13,,영업중,부산광역시 강서구 신호동 217-1번지 7층,맥시멈요가
2019-02-13,,영업중,경기도 용인시 수지구 동천동 948,더좋은 피트니스
2019-02-14,,영업중,서울특별시 송파구 삼전동 29-10번지 지하1층,The third Place
2019-01-10,,영업중,경상북도 포항시 남구 대잠동 460-2,BL GYM 이동
2019-03-06,,영업중,대전광역시 서구 괴정동 426-1 리베라 아이누리,(주)드림바디
2019-02-13,,영업중,충청남도 홍성군 홍성읍 남장리 75-30,OLD SCHOOL GYM
2019-02-21,,영업중,부산광역시 서구 동대신동2가 371-4번지,하이스트 킨더짐
2019-02-21,,영업중,경상북도 포항시 남구 동해면 도구리 28,동해스파휘트니스
2019-03-06,,영업중,대구광역시 남구 봉덕동 1283-12번지,강령아샨티요가
2019-03-06,,영업중,서울특별시 강서구 마곡동 796-3번지 마곡사이언스타워 505호,건강한 운동
2019-01-08,,영업중,경상북도 경산시 중산동 641,저스트 플레잉
2019-02-14,,영업중,경기도 파주시 야당동 1072-1번지 603호,라이프 짐
2019-01-08,,영업중,서울특별시 은평구 대조동 191-15번지 1층동,한스바디밸런스
2019-02-22,,영업중,부산광역시 해운대구 재송동 1209번지 센텀아이에스타워,비엠 필라테스&PT
2019-03-29,,영업중,서울특별시 도봉구 쌍문동 96-4 우림빌딩,고핏짐
2019-03-28,,영업중,서울특별시 금천구 가산동 685 디지털엠파이어빌딩 1501호,주식회사 인스타짐 독산역점
2019-02-07,,영업중,경기도 광주시 오포읍 양벌리 326번지 이편한프라자 4층,라이언짐 양벌점
2019-03-28,,영업중,서울특별시 노원구 월계동 46-13번지,휘트니스꿈&필라테스
2019-03-29,,영업중,서울특별시 서대문구 홍제동 155-5번지,마이스타
2019-02-22,,영업중,충청북도 청주시 상당구 용담동 478번지 3층호,골든타임 핏 용담점
2022-04-20,,영업중,서울특별시 강남구 역삼동 659-16,W gym
2022-04-20,,영업중,경상남도 진주시 정촌면 예하리 1301-3,머슬팩토리24 정촌점
2022-04-20,,영업중,서울특별시 관악구 봉천동 1659-4 동림오피스텔,짐박스피트니스 낙성대점
2022-04-20,,영업중,제주특별자치도 제주시 연동 306-1,엠짐(M Gym)
2022-04-20,,영업중,광주광역시 서구 농성동 415-16,ES머슬퀸
2022-04-20,,영업중,서울특별시 서대문구 홍제동 159-3,마카롱 PT
2022-04-20,,영업중,서울특별시 동작구 신대방동 607-5,짐박스 피트니스 신대방점
2022-04-20,,영업중,서울특별시 강서구 마곡동 797-14 힐스테이트에코마곡,데이빗짐
2022-04-20,,영업중,서울특별시 양천구 신정동 1026-4 준빌딩,라인피트니스 PT & 필라테스
2022-04-20,,영업중,경상북도 구미시 산동읍 신당리 1167-11,제이원 스파랜드
